,Date,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,latitude,max_fluctuations,kp_indices
330,2020-03-28,1,3.89,1.40,5.06,2.85,-3.75,4.46,-0.96,-3.53,2.94,0.13,-3.63,3.26,340.96,0.88,358.29,2.15,-71.86,52.49,5.95,3.21,8.96,376.30,359.00,403.10,62713,39829,110506,2.4729089783735554,16.14289317315827,0.7276361353178808
331,2020-03-29,1,3.95,2.09,5.92,0.58,-4.10,4.61,-1.73,-4.23,1.95,-1.44,-4.54,3.82,285.06,2.41,359.17,-23.16,-75.83,44.25,5.58,3.68,9.56,405.50,377.30,432.50,80392,44916,131765,-31.778670596786974,16.14289317315827,-0.9849428434401457
332,2020-03-30,1,5.68,3.04,7.45,3.29,-3.55,6.15,-2.48,-6.24,5.23,-1.76,-6.28,3.89,326.83,4.15,355.96,-18.26,-80.91,69.48,6.92,4.25,10.35,403.80,352.10,516.50,83331,39073,313390,-21.446910550569672,16.14289317315827,-0.4683548411292806
333,2020-03-31,1,5.04,2.05,7.49,2.36,-2.17,5.49,-2.77,-5.69,4.04,-0.31,-6.14,5.76,319.50,3.62,356.03,-4.18,-79.40,73.97,9.24,7.63,14.36,498.90,462.60,529.40,282883,220415,394295,-4.851649999453256,16.14289317315827,0.36140818642654027
334,2020-04-01,1,3.43,1.71,4.14,1.4,-3.50,3.41,-1.6,-3.58,3.22,-0.34,-3.42,2.81,313.19,2.63,356.18,-6.31,-78.18,50.94,6.97,4.29,8.29,455.70,411.50,500.20,172125,67710,293574,-8.973811305013184,16.14289317315827,0.15530012114854386
335,2020-04-02,1,3.70,2.12,6.04,2.47,-2.94,5.67,-1.17,-4.19,2.45,-0.77,-4.74,2.67,324.86,0.78,359.29,-12.66,-83.34,46.48,5.39,3.74,8.35,422.90,401.40,444.70,83962,60134,170484,-15.172332272079998,16.14289317315827,-0.15462592720479684
336,2020-04-03,1,5.44,3.13,6.88,4.04,-4.90,6.04,-1.7,-5.24,6.13,-0.96,-5.72,2.88,334.39,1.56,358.53,-9.74,-76.28,43.43,5.55,2.54,10.15,424.30,385.00,448.00,100996,28571,289434,-12.076433776240602,16.14289317315827,0.00016899758717292546
337,2020-04-04,1,3.81,2.41,5.66,2.65,-2.64,5.62,-0.42,-3.77,2.55,1.45,-2.98,4.37,353.54,0.38,359.29,23.79,-63.63,79.18,6.12,3.84,8.78,431.80,412.90,454.10,99054,60560,166386,25.428187856822017,16.14289317315827,1.8754000792403038
338,2020-04-05,1,2.95,0.89,8.14,1.87,-1.06,6.45,0.74,-4.39,4.45,0.01,-2.40,5.22,19.91,0.29,359.56,0.14,-76.40,41.76,3.74,2.76,10.37,412.60,379.10,442.10,53408,30006,125712,0.2848926628155991,16.14289317315827,0.618235319539983
339,2020-04-06,1,2.75,1.18,3.37,1.62,-2.56,3.04,-1.19,-2.69,1.89,-0.22,-2.54,2.37,306.23,2.15,357.23,-5.00,-62.33,56.33,3.22,0.69,4.52,356.20,319.00,383.80,30297,9793,50229,-6.209222527446566,16.14289317315827,0.29352956002687475
340,2020-04-07,1,3.21,1.73,6.42,2.71,-0.18,3.89,-0.71,-3.35,4.41,0.05,-5.43,5.05,346.10,0.63,359.39,1.10,-68.26,55.78,2.87,1.37,16.83,309.50,296.80,338.00,19626,6167,36849,1.022332936794557,16.14289317315827,0.6551073332389309
341,2020-04-08,1,6.75,1.34,10.70,0.11,-6.93,6.54,-0.14,-8.93,8.64,-1.04,-8.78,6.28,81.35,5.00,357.79,-13.18,-80.99,62.28,14.09,8.37,23.00,409.70,326.80,497.60,159799,19729,329652,-44.58623642109215,16.14289317315827,-1.6253211346554044
342,2020-04-09,1,3.52,1.95,5.20,2.67,-0.93,5.04,-0.91,-3.50,0.93,-1.07,-3.31,2.79,334.58,0.43,359.67,-18.86,-70.34,38.03,2.96,1.71,13.22,401.30,342.70,461.20,55061,24491,316612,-19.52779035196112,16.14289317315827,-0.37239883119885286
343,2020-04-10,1,3.64,1.88,5.87,2.15,-2.54,4.48,-0.75,-4.49,4.51,-0.53,-4.33,3.38,345.84,1.58,358.86,-9.17,-76.65,73.31,3.62,1.75,6.38,361.20,333.40,402.10,36030,14816,82573,-12.772874425029645,16.14289317315827,-0.03465303485227922
344,2020-04-11,1,4.56,1.92,7.59,2.93,-4.22,5.28,-1.86,-4.55,3.08,-0.8,-6.88,3.81,325.94,5.69,356.14,-12.80,-79.88,58.88,6.58,2.52,11.96,360.30,335.00,441.00,34326,18416,113366,-12.659796410369912,16.14289317315827,-0.028999134119292558
345,2020-04-12,1,4.73,1.83,7.25,1.99,-4.50,6.12,-1.68,-5.66,3.62,-0.74,-3.86,4.20,304.25,2.62,355.28,-10.67,-68.48,72.19,7.12,4.84,9.35,426.70,391.00,466.90,98846,48951,200838,-15.286903356777591,16.14289317315827,-0.16035448143967646
346,2020-04-13,1,3.73,2.18,4.56,2.98,0.14,4.21,-1.37,-3.35,1.56,-0.83,-3.36,2.56,337.75,1.66,358.31,-12.91,-68.15,47.86,4.85,3.98,8.14,387.30,366.70,426.70,51606,30172,122648,-13.784037616250131,16.14289317315827,-0.08521119441330349
347,2020-04-14,1,4.47,2.92,7.79,2.45,-3.86,4.87,-0.77,-6.92,3.51,0.09,-5.33,6.06,334.72,1.02,358.68,1.17,-82.55,65.66,6.35,4.20,15.35,401.00,377.60,426.50,58235,28108,95683,2.0058597938942095,16.14289317315827,0.7042836760939135
348,2020-04-15,1,3.84,1.39,5.27,2.51,-3.94,4.55,-1.65,-3.62,1.92,-0.63,-3.56,3.21,322.94,1.37,358.01,-11.43,-63.40,49.30,4.76,2.54,7.53,417.50,395.10,444.80,82093,57217,168771,-11.600001068733485,16.14289317315827,0.02399063296252879
349,2020-04-16,1,2.92,2.03,4.59,1.3,-3.56,2.88,-1.63,-3.33,2.63,-1.43,-3.09,1.17,310.31,2.44,357.99,-29.72,-76.24,30.42,2.56,0.55,4.97,367.40,312.00,440.30,30230,8608,165776,-29.493351136226288,16.14289317315827,-0.8706768704121113
350,2020-04-17,1,4.19,1.38,6.40,1.95,-3.75,5.13,-1.14,-4.43,3.79,-0.88,-4.16,2.73,334.59,3.14,357.66,-14.42,-72.07,48.98,4.51,1.07,10.10,310.50,295.40,346.40,22398,10293,44459,-19.951602885431058,16.14289317315827,-0.3935894578723498
351,2020-04-18,1,3.69,1.14,6.34,2.05,-1.12,4.44,-1.45,-4.37,1.04,-0.15,-5.20,2.68,323.60,6.86,356.68,-2.31,-82.32,71.33,3.19,1.55,14.22,326.50,310.40,345.70,19647,12124,35049,-3.412587815423158,16.14289317315827,0.43336129562804515
352,2020-04-19,1,3.00,1.45,3.73,0.84,-1.36,2.07,-1.11,-3.26,3.07,-0.15,-2.98,3.14,336.09,11.77,346.99,-3.33,-71.31,83.15,3.00,1.80,3.91,316.80,291.90,329.60,16566,7317,28866,-6.115193938678618,16.14289317315827,0.29823098946527216
353,2020-04-20,1,14.89,2.72,16.17,2.36,-3.08,7.36,5.49,-8.77,15.76,2.67,-15.06,13.19,69.63,2.10,350.98,13.93,-87.20,66.01,8.12,2.45,32.35,348.20,287.30,378.90,26167,6379,60623,22.192389358127635,16.14289317315827,1.7136101543055848
354,2020-04-21,1,9.67,2.61,14.75,4.31,-6.60,8.31,-4.73,-10.86,4.95,0.31,-8.17,12.85,314.56,4.25,356.50,2.55,-72.37,61.72,7.30,3.76,33.06,369.60,323.20,478.00,113184,13102,252143,2.7702251564710276,16.14289317315827,0.7425019442227545
355,2020-04-22,1,3.18,1.80,5.27,2.07,-4.02,5.15,0.05,-3.45,2.79,-0.75,-4.26,2.88,355.63,1.62,357.70,-14.64,-79.46,55.37,5.76,2.52,7.36,456.50,417.40,494.60,175598,67914,276243,-18.806838881482438,16.14289317315827,-0.3363512576749188
356,2020-04-23,1,4.16,2.67,6.12,3.47,0.57,4.71,0.77,-5.26,2.70,0.58,-3.75,2.50,9.21,0.91,358.44,8.03,-61.45,34.24,4.99,2.11,13.96,405.10,364.40,437.10,42931,14865,143017,9.148800442759068,16.14289317315827,1.0614307085371566
357,2020-04-24,1,4.02,1.90,7.43,2.85,-4.22,5.54,-0.96,-4.44,6.44,0.47,-6.83,3.97,343.64,0.81,359.09,8.13,-78.28,51.15,5.38,3.37,13.82,373.90,327.80,400.70,54912,25723,135921,8.777713121915758,16.14289317315827,1.042876342494991
358,2020-04-25,1,3.97,2.45,5.81,3.35,-3.44,5.01,-0.4,-4.51,2.24,0.6,-4.18,2.69,345.33,0.48,359.74,8.31,-65.18,44.62,4.68,2.44,7.52,404.80,366.90,445.50,68655,41932,151439,9.931464502208375,16.14289317315827,1.1005639115096217
360,2020-04-27,2,4.15,2.52,6.32,1.21,-3.38,4.38,-2.41,-5.38,1.67,-1.9,-4.89,2.77,285.48,47.85,343.72,-28.36,-76.34,43.68,3.93,0.10,6.75,411.00,373.10,446.70,67022,40276,187961,-29.94038858110545,16.14289317315827,-0.8930287426560695
361,2020-04-28,1,4.58,2.96,5.42,1.05,-4.64,5.05,-2.46,-4.73,0.46,-0.72,-4.12,2.96,273.77,5.31,354.47,-10.27,-62.37,37.05,4.26,2.01,6.84,395.50,360.00,427.90,52366,28198,90230,-14.570704833652844,16.14289317315827,-0.1245445552834391
362,2020-04-29,1,2.80,1.25,4.10,1.97,-3.26,3.47,-1.2,-3.41,1.43,-1.1,-2.42,1.07,310.25,1.25,358.50,-20.39,-65.02,25.76,2.70,0.79,8.25,355.50,317.10,383.70,23850,7666,38309,-23.288668351029905,16.14289317315827,-0.5604427311522922
363,2020-04-30,1,3.00,1.74,5.38,2.85,0.73,5.24,-0.03,-2.66,1.67,0.49,-2.06,2.65,351.59,0.29,359.77,8.42,-58.24,42.84,3.47,2.07,9.11,284.70,268.30,310.20,9479,6135,23582,9.616556127204872,16.14289317315827,1.0848184927594466
364,2020-05-01,1,5.31,2.52,7.51,2.23,-3.35,7.05,1.44,-4.87,6.49,1.42,-6.30,5.03,25.34,1.48,356.66,16.78,-86.46,72.42,7.35,3.02,19.39,301.80,277.70,324.50,23516,10879,39179,25.25268547347148,16.14289317315827,1.8666249600727771
365,2020-05-02,1,3.82,1.20,6.88,2.28,-2.44,5.72,-1.65,-5.01,2.72,-0.7,-5.26,3.64,323.90,4.73,356.42,-15.42,-83.11,45.59,3.65,0.20,7.66,326.30,310.50,467.90,28526,10706,293429,-13.569735168762403,16.14289317315827,-0.07449607203891706
366,2020-05-03,1,3.63,1.01,9.43,1.04,-6.26,3.92,-0.49,-3.51,9.17,-0.22,-4.74,3.10,356.06,3.94,356.39,-3.74,-80.57,57.00,8.04,4.81,24.84,309.80,281.80,336.30,21981,10007,45936,-10.644661704670746,16.14289317315827,0.07175760116566576
367,2020-05-04,1,4.28,1.90,6.43,0.95,-3.83,5.20,-0.63,-4.73,5.17,0.11,-4.39,4.46,355.87,5.37,354.13,2.05,-67.53,63.22,5.59,1.36,9.62,326.70,299.00,341.70,32473,18464,50268,5.486569291310577,16.14289317315827,0.8783191509647319
369,2020-05-06,2,4.01,3.05,7.48,1.61,-4.79,4.21,-3.17,-5.84,-0.04,-1.35,-6.31,3.07,291.99,179.59,345.34,-19.46,-60.30,37.57,1.93,0.10,8.40,320.00,287.50,473.30,23633,6735,289418,-19.54356115063367,16.14289317315827,-0.37318737113248046
370,2020-05-07,1,3.49,1.38,5.40,-0.85,-3.33,3.25,-0.85,-4.49,3.43,-0.67,-4.32,4.19,227.47,17.30,336.71,-12.57,-75.48,64.57,5.74,2.66,7.22,325.00,302.40,342.00,26141,11647,41746,-25.959192370725155,16.14289317315827,-0.6939689321370548
371,2020-05-08,1,3.93,2.17,4.98,-2.13,-4.00,2.58,1.26,-3.35,4.45,0.43,-3.31,3.75,147.50,40.14,242.48,6.46,-72.99,69.31,6.13,3.48,12.59,332.00,317.20,359.80,31783,21834,49483,9.714212080667476,16.14289317315827,1.089701290432577
372,2020-05-09,1,3.78,2.47,5.08,-1.41,-3.91,2.24,2.91,-0.92,4.24,1.53,-2.21,3.42,118.82,47.74,206.57,24.40,-36.60,66.75,4.29,2.75,8.44,317.10,299.60,330.90,18101,12349,35343,23.156223879635608,16.14289317315827,1.7618018803809834
373,2020-05-10,1,4.15,1.29,6.39,-2.73,-4.18,3.77,1.47,-2.77,5.00,0.62,-6.11,4.89,148.95,7.89,345.01,8.82,-80.89,77.86,5.85,3.73,22.11,308.20,287.80,328.80,15464,8733,43719,11.093746816579015,16.14289317315827,1.1586780272281538
374,2020-05-11,1,2.47,0.95,5.29,0.91,-1.92,4.19,-1.43,-3.49,2.54,-0.83,-4.67,1.99,305.92,2.41,357.67,-19.88,-80.08,59.86,3.83,2.28,10.20,328.70,318.10,348.40,22038,12162,42113,-23.739018466804087,16.14289317315827,-0.5829602369410012
375,2020-05-12,1,2.38,0.56,4.91,0.69,-1.85,2.45,-0.18,-2.41,4.04,-1.23,-4.15,3.09,336.15,1.48,358.34,-37.51,-82.01,77.29,8.54,3.09,16.22,310.20,300.10,323.20,16317,10693,35255,-40.86390962521468,16.14289317315827,-1.4392047948615312
376,2020-05-13,1,2.34,1.14,4.24,1.29,-1.48,3.03,-0.78,-3.48,2.04,-1.25,-2.77,1.66,319.03,1.58,358.28,-31.72,-78.35,54.89,11.21,6.63,15.41,307.30,289.50,323.10,13807,9453,25089,-32.5502387586777,16.14289317315827,-1.0235212515346819
377,2020-05-14,1,2.29,1.02,4.03,1.06,-2.05,2.91,-0.28,-1.62,3.88,0.11,-2.36,2.40,358.00,2.16,354.77,2.97,-69.13,63.54,12.27,4.67,14.80,297.20,281.60,307.40,14459,10576,25261,5.701006307194838,16.14289317315827,0.889041001758945
378,2020-05-15,1,3.65,1.63,7.38,-2.19,-4.47,3.06,1.38,-2.83,5.85,0.75,-2.49,4.02,127.63,2.65,356.93,11.16,-56.07,63.60,5.39,1.94,31.04,307.50,290.50,328.40,19945,10507,40886,15.551545467127276,16.14289317315827,1.381567959755567
379,2020-05-16,1,3.30,2.21,4.90,-2.0,-4.10,0.08,2.16,-2.29,4.48,0.48,-2.61,3.30,138.82,88.91,251.79,7.37,-52.94,71.39,4.25,1.63,8.68,311.80,293.00,328.80,21735,11541,39984,9.142365931424715,16.14289317315827,1.0611089829704388
380,2020-05-17,1,3.57,1.92,5.05,-0.75,-3.19,0.99,2.66,-2.63,5.00,0.66,-2.98,3.94,115.09,21.71,314.23,10.45,-74.17,83.23,7.22,4.22,9.82,306.40,287.90,317.00,18339,12157,26937,13.076651872290151,16.14289317315827,1.2578232800137106
381,2020-05-18,1,3.62,2.05,8.11,-0.55,-2.87,4.46,1.98,-7.03,4.31,1.47,-3.92,6.05,106.83,30.82,323.03,22.13,-66.38,71.80,6.69,3.87,15.46,311.10,289.40,349.80,19782,12506,42482,30.19107299943825,16.14289317315827,2.113544336371116
382,2020-05-19,1,5.36,2.57,8.30,3.01,-3.26,6.01,-2.3,-6.98,5.76,-0.09,-5.53,3.93,333.97,2.83,357.00,-1.33,-53.72,48.96,6.58,3.90,10.80,376.40,348.70,398.50,63096,33387,107513,-1.3606094885466582,16.14289317315827,0.5359602119718702
383,2020-05-20,1,3.56,2.06,4.87,2.88,-0.76,4.64,-0.76,-3.84,2.30,-0.09,-2.40,1.85,341.94,1.60,359.12,-1.71,-69.93,26.50,2.59,1.80,4.67,380.50,342.80,414.90,55681,32755,92652,-1.7299128244895607,16.14289317315827,0.517495045174725
384,2020-05-21,1,3.38,1.29,4.96,-0.33,-4.62,2.91,-1.11,-4.49,2.78,-1.6,-3.67,2.45,247.91,60.15,345.37,-34.74,-80.07,34.87,6.50,3.56,12.02,338.60,320.10,361.40,20489,10930,37162,-39.010504588194685,16.14289317315827,-1.346534543010531
385,2020-05-22,1,4.53,1.12,6.10,0.99,-4.75,4.22,-0.88,-5.29,4.83,-0.86,-5.64,3.85,328.67,3.14,356.79,-11.92,-82.11,73.60,6.92,3.67,18.05,335.20,302.90,369.60,34142,16825,72588,-28.57070987161346,16.14289317315827,-0.8245448071814698
386,2020-05-23,1,2.06,1.19,4.57,1.05,-1.65,3.84,-0.83,-3.86,1.76,-1.04,-3.75,2.12,320.23,4.73,357.45,-29.77,-83.86,45.28,3.20,1.80,6.02,348.70,329.70,374.00,35785,13256,72792,-31.53211246538398,16.14289317315827,-0.9726149368699961
387,2020-05-24,1,4.61,1.37,6.86,-0.11,-3.57,3.32,-2.36,-5.81,0.33,-1.04,-6.20,3.52,264.35,128.08,338.59,-22.44,-81.14,56.74,7.58,2.90,17.34,333.00,316.70,345.90,17294,11898,32107,-21.944111734852573,16.14289317315827,-0.49321490034342563
388,2020-05-25,1,4.93,1.45,6.89,0.46,-4.43,3.61,-3.09,-6.24,3.32,1.05,-4.25,4.51,282.28,7.82,348.14,12.63,-67.47,82.09,9.23,3.00,16.07,320.40,308.20,342.60,25071,11728,38608,17.67129244594412,16.14289317315827,1.4875553086964088
389,2020-05-26,1,3.01,1.52,4.74,0.48,-3.66,2.32,-2.07,-4.22,3.40,-1.13,-3.20,2.42,283.80,80.49,343.35,-20.79,-81.67,36.31,6.09,3.60,9.56,313.80,302.70,337.30,16371,7282,25908,-25.151124935553366,16.14289317315827,-0.6535655603784651
390,2020-05-27,1,3.04,1.46,4.55,0.63,-2.02,3.13,0.92,-2.95,4.19,0.5,-1.86,3.60,42.94,5.87,356.80,10.34,-46.73,73.04,6.59,3.11,13.33,309.50,292.70,338.90,12910,6845,28051,22.252567348311906,16.14289317315827,1.7166190538147983
391,2020-05-28,1,4.03,2.31,5.17,-1.79,-3.62,1.21,2.26,-2.73,4.58,1.18,-3.94,4.41,131.41,65.82,327.61,15.47,-58.48,76.85,4.89,3.00,10.14,298.20,284.30,312.30,15040,10289,44876,20.746443119991046,16.14289317315827,1.6413128423987553
392,2020-05-29,1,3.49,1.12,8.03,-1.77,-7.11,0.77,2.31,-0.99,5.72,0.36,-3.66,5.20,133.47,21.79,332.54,6.32,-52.11,78.95,6.69,4.39,18.04,294.10,276.70,314.70,19862,13034,32421,6.999120217397424,16.14289317315827,0.9539466972690742
393,2020-05-30,1,8.88,5.65,13.84,3.24,-4.37,6.24,-4.85,-11.79,7.55,0.0,-12.16,10.98,310.39,5.20,353.62,-0.03,-80.10,79.42,9.22,2.05,29.49,371.30,319.40,422.80,42371,17702,142320,0.0,16.14289317315827,0.6039906863992031
394,2020-05-31,1,3.55,2.63,5.78,2.38,-0.85,3.64,-1.5,-5.43,2.97,0.55,-3.38,3.51,327.98,2.64,357.56,8.74,-69.22,71.49,4.47,2.22,5.63,392.10,372.90,422.80,54946,35842,97294,10.861380916898694,16.14289317315827,1.1470597322441378
395,2020-06-01,1,3.30,1.99,6.98,1.37,-2.91,3.50,-0.82,-2.88,4.44,-1.18,-6.77,2.25,320.56,1.48,359.21,-22.44,-86.43,29.85,4.65,2.81,13.74,383.90,355.60,407.10,40922,10251,72051,-30.725014441552272,16.14289317315827,-0.9322600356784105
396,2020-06-02,1,5.71,2.56,7.41,1.54,-4.26,6.64,-2.95,-6.89,3.56,-1.46,-6.71,4.25,300.96,3.48,357.23,-18.72,-73.43,71.86,8.56,5.77,11.95,346.70,316.40,359.20,49419,23297,84794,-21.888536804442197,16.14289317315827,-0.49043615382290673
397,2020-06-03,1,3.27,1.51,4.59,0.24,-2.52,3.01,-2.5,-3.99,0.69,-0.94,-3.86,1.89,280.53,7.59,355.62,-17.48,-66.27,38.49,3.19,0.19,6.65,336.70,314.30,394.40,30447,7574,57552,-19.3171759664399,16.14289317315827,-0.361868111922792
398,2020-06-04,1,3.50,0.29,4.67,0.77,-2.62,3.24,-0.88,-3.40,3.13,-0.99,-4.26,3.19,317.48,7.25,353.85,-18.94,-79.25,70.02,6.17,1.02,13.45,316.00,308.60,354.00,21205,10775,45689,-32.869022363685495,16.14289317315827,-1.0394604317850717
399,2020-06-05,1,3.76,1.04,5.30,1.69,-2.69,4.77,-1.42,-4.22,2.87,-0.5,-3.67,2.64,321.61,4.13,356.65,-9.05,-74.91,41.81,5.38,3.40,7.22,330.00,315.90,351.20,28809,20254,52515,-12.457520323975672,16.14289317315827,-0.018885329799580575
400,2020-06-06,1,2.59,1.16,4.15,0.7,-1.60,3.32,-0.21,-3.07,3.09,-0.92,-3.87,2.30,350.03,4.51,357.38,-25.40,-84.97,77.96,9.63,4.47,11.75,318.50,304.20,328.10,20461,15701,39188,-38.061447357068815,16.14289317315827,-1.2990816814542376
401,2020-06-07,1,3.92,1.70,11.40,0.22,-6.25,6.23,-1.78,-6.62,9.18,0.08,-8.65,6.71,269.74,13.09,354.88,1.39,-78.16,55.10,12.76,7.48,35.70,337.60,293.00,474.30,36463,10179,208024,2.551419048411017,16.14289317315827,0.7315616388197539
402,2020-06-08,1,3.78,1.98,5.79,-3.17,-4.10,1.64,1.16,-0.99,5.16,-0.29,-3.95,3.09,154.37,62.11,194.71,-4.85,-53.36,51.70,6.16,3.37,8.96,465.00,420.70,487.10,220844,46166,353527,-4.892365291641228,16.14289317315827,0.35937242181714163
403,2020-06-09,1,3.70,1.85,6.91,-1.67,-4.46,2.24,2.51,-1.23,6.00,0.3,-4.88,3.35,125.25,54.99,208.73,5.00,-55.19,58.43,5.31,2.71,10.77,412.20,357.80,481.10,118178,18242,365787,5.655002215837764,16.14289317315827,0.8867407971910912
404,2020-06-10,1,4.30,3.05,6.69,-2.15,-5.17,1.58,2.82,-3.91,5.92,0.4,-6.15,3.59,134.21,52.10,255.31,5.38,-76.39,71.82,6.67,4.51,9.48,467.50,444.70,494.00,248387,173743,286362,6.395520129446053,16.14289317315827,0.9237666928715057
405,2020-06-11,1,3.74,2.81,4.60,-2.21,-4.38,2.61,2.37,-1.02,3.93,-0.36,-3.11,2.96,131.47,46.06,193.65,-6.04,-57.73,46.13,2.98,1.45,6.33,432.30,391.40,475.60,141864,49349,258951,-6.300726654466505,16.14289317315827,0.2889543536758778
406,2020-06-12,1,3.56,2.88,4.57,-0.97,-3.65,3.42,2.4,-0.85,4.18,-0.25,-2.79,2.96,110.97,14.50,195.60,-4.29,-53.86,41.73,2.92,1.38,4.05,341.60,320.10,399.50,16816,6843,64798,-5.490952311410756,16.14289317315827,0.32944307082866525
407,2020-06-13,1,3.64,3.24,4.74,-3.12,-4.42,0.11,1.64,-1.06,3.78,0.62,-2.77,1.80,150.62,87.68,197.23,9.06,-47.27,29.16,2.86,1.34,5.85,324.00,306.40,338.60,8664,6079,16571,9.828285129609595,16.14289317315827,1.0954049428796828
408,2020-06-14,1,3.81,2.83,5.18,-2.55,-4.17,0.00,2.32,-3.46,4.79,0.12,-1.83,2.99,140.36,89.69,237.11,1.62,-28.90,56.30,3.80,1.27,15.21,302.60,291.00,427.30,11372,6678,48243,1.9923611993846206,16.14289317315827,0.7036087463684341
410,2020-06-16,2,4.39,1.89,5.82,2.63,-3.26,4.88,-2.12,-4.92,3.07,-0.23,-3.23,3.48,320.45,21.38,348.13,-2.76,-48.51,77.28,1.79,0.34,12.01,343.99,312.10,491.30,34747,10931,84257,-3.8860816892464576,16.14289317315827,0.40968660193688017
411,2020-06-17,2,2.79,1.16,5.31,-1.19,-4.35,4.02,0.51,-3.06,3.05,-0.12,-5.23,2.29,161.61,37.75,348.75,-2.72,-86.50,63.11,7.93,0.52,14.68,298.30,274.50,353.31,16657,8428,62740,-5.27296528827319,16.14289317315827,0.34034242198554354
413,2020-06-19,2,5.25,2.80,6.80,-3.58,-5.26,1.24,1.78,-5.21,5.84,1.38,-3.66,5.82,159.45,95.44,290.93,16.57,-51.84,60.70,7.72,1.24,15.00,314.50,303.90,349.00,32083,20296,87932,18.07020328678398,16.14289317315827,1.507500850738402
414,2020-06-20,1,3.41,0.69,7.36,0.15,-3.19,3.10,-1.24,-5.92,5.08,0.87,-6.75,4.02,279.56,2.50,356.18,18.43,-74.98,70.47,14.24,3.31,19.79,326.10,306.40,355.50,24980,18460,47551,29.75023984110874,16.14289317315827,2.09150267845464
415,2020-06-21,1,3.23,1.16,4.58,0.01,-2.20,2.49,-2.06,-4.48,3.15,0.7,-2.67,3.10,267.78,30.89,316.73,12.01,-56.87,54.66,5.24,3.18,11.13,310.80,302.50,333.10,17461,11334,31973,17.834776110518984,16.14289317315827,1.4957294919251523
416,2020-06-22,1,2.81,1.82,3.56,0.88,-1.16,2.91,-2.01,-3.28,1.09,-0.07,-2.39,2.63,297.67,8.87,350.03,-1.50,-72.80,70.36,4.53,3.03,7.82,294.20,279.30,305.30,12617,7519,26312,-1.8263207972882531,16.14289317315827,0.5126746465347904
417,2020-06-23,1,3.30,1.15,5.42,0.32,-3.16,2.52,-0.6,-3.40,3.40,0.01,-5.15,2.34,263.32,26.24,348.35,0.26,-77.68,58.62,7.75,4.94,11.30,294.40,281.60,304.80,14793,8849,28733,0.842433185240717,16.14289317315827,0.6461123456612389
419,2020-06-25,2,3.87,1.97,5.14,-1.58,-3.88,2.60,1.98,-4.82,4.37,0.57,-3.46,3.09,137.45,8.73,353.44,8.08,-75.39,44.98,3.05,1.62,10.89,349.72,331.40,365.39,44847,26589,81934,12.381627023750813,16.14289317315827,1.2230720375867437
421,2020-06-27,2,5.71,1.76,10.51,3.03,-2.99,6.23,-2.67,-7.72,6.67,0.23,-5.54,7.90,314.47,6.41,350.84,2.61,-62.28,69.41,5.90,1.61,28.86,354.40,308.50,411.50,62537,13504,135417,3.2542852632385006,16.14289317315827,0.7667049495611281
422,2020-06-28,1,3.61,2.93,4.80,2.81,-1.67,3.54,-2.09,-4.10,0.07,-0.62,-3.25,1.49,320.14,8.73,354.70,-9.82,-60.52,20.74,3.14,1.11,5.19,349.10,323.10,386.20,37841,13205,86563,-9.888956530259541,16.14289317315827,0.10954285988622597
423,2020-06-29,1,3.20,1.93,3.89,1.72,-0.81,2.99,-1.95,-3.55,0.22,0.55,-2.68,2.85,310.57,2.90,356.76,11.15,-52.13,62.00,4.10,2.70,6.50,326.60,317.70,353.80,29567,18374,40329,11.692053367059271,16.14289317315827,1.1885933547521668
424,2020-06-30,1,3.92,1.85,5.90,2.13,-3.99,5.18,-2.33,-4.75,2.04,-0.07,-4.56,3.49,306.83,11.15,356.84,-1.33,-63.48,44.41,6.96,3.33,10.02,328.20,299.90,382.30,20450,9650,79330,-1.2699502844551323,16.14289317315827,0.5404931721764464
425,2020-07-01,1,4.75,3.20,6.56,0.74,-3.43,4.00,-3.65,-6.03,1.67,-0.45,-5.42,3.78,284.03,136.74,355.53,-5.34,-64.73,51.53,6.05,3.33,15.89,325.80,312.60,345.70,24097,10859,46181,-6.8403406942862235,16.14289317315827,0.2619736516848919
426,2020-07-02,1,3.63,1.51,5.44,-1.39,-5.07,3.32,1.32,-3.15,4.33,-0.47,-2.09,2.14,120.57,12.23,350.16,-7.40,-36.65,40.64,8.39,5.27,14.17,322.90,311.80,346.80,26467,17374,47901,-13.394611998482825,16.14289317315827,-0.06573991352493813
427,2020-07-03,1,4.19,1.32,5.72,-2.78,-5.39,1.60,1.65,-1.58,4.83,-0.36,-2.91,1.46,133.01,7.91,347.61,-5.73,-56.56,64.94,5.46,3.00,18.12,305.10,289.30,323.90,19161,10640,34546,-6.315506150946657,16.14289317315827,0.2882153788518702
428,2020-07-04,1,5.24,1.28,10.27,-2.18,-8.47,3.49,3.95,-4.29,7.47,-0.05,-7.70,4.13,129.83,48.93,321.74,-0.65,-76.12,71.14,10.33,2.52,22.81,334.50,300.30,463.90,26911,12857,159869,-0.6349122474909082,16.14289317315827,0.5722450740246576
